Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),impact_score,likelihood,risk_score,Risk Category
Japan,2017,Ransomware,Retail,0.5893054578349584,0.7478710702744465,Insider,Unpatched Software,VPN,0.647887323943662,0.6485915147885456,0.001,0.0006485915147885456,High
USA,2024,Phishing,Telecommunications,0.6449894461754951,0.9970136437649306,Hacker Group,Weak Passwords,Encryption,0.9577464788732395,0.8131481119918746,0.001,0.0008131481119918746,High
UK,2015,Ransomware,Government,0.5254799477334406,0.28170326387519756,Insider,Social Engineering,VPN,0.4366197183098592,0.43457489669125143,0.0016666666666666668,0.0007242914944854191,High
Brazil,2019,Man-in-the-Middle,Healthcare,0.06975575434717057,0.7401409712262976,Unknown,Social Engineering,Antivirus,0.7464788732394366,0.40621594318936194,0.0003333333333333333,0.00013540531439645398,Low
France,2016,SQL Injection,Telecommunications,0.46929339632123834,0.5544614700999089,Hacker Group,Social Engineering,Antivirus,0.4225352112676057,0.485492181444113,0.001,0.000485492181444113,Medium
USA,2016,Ransomware,Healthcare,0.9919589908533522,0.7452670156753679,Insider,Unpatched Software,Encryption,0.09859154929577466,0.7392779099884413,0.0013333333333333333,0.0009857038799845883,High
India,2015,DDoS,Healthcare,0.10493516936375516,0.6003286593121974,Insider,Unpatched Software,AI-based Detection,0.2112676056338028,0.27481970360229735,0.0016666666666666668,0.00045803283933716225,Medium
Russia,2016,Man-in-the-Middle,IT,0.48607900291486583,0.9739984848045108,Unknown,Unpatched Software,Encryption,0.3098591549295775,0.5972108778847017,0.002,0.0011944217557694034,High
China,2016,DDoS,Telecommunications,0.8038998894361243,0.07776035291845267,Hacker Group,Social Engineering,Antivirus,0.6901408450704226,0.5633062196076825,0.0013333333333333333,0.0007510749594769099,High
UK,2015,Man-in-the-Middle,Government,0.6981606191577043,0.6760644148232956,Insider,Zero-day,Antivirus,0.8309859154929577,0.7180968171244324,0.0013333333333333333,0.0009574624228325765,High
China,2016,DDoS,IT,0.18554628605890042,0.1225386830209035,Insider,Unpatched Software,VPN,0.6338028169014085,0.25629531131600297,0.001,0.00025629531131600295,Low
Russia,2018,Ransomware,Education,0.6616745401547894,0.17728587855818242,Nation-state,Social Engineering,Encryption,1.0,0.5840230336448495,0.001,0.0005840230336448495,High
France,2024,Man-in-the-Middle,Retail,0.6020705598552619,0.7751005543373722,Unknown,Unpatched Software,Antivirus,0.5915492957746479,0.6518753053837723,0.0013333333333333333,0.0008691670738450296,High
China,2024,Phishing,IT,0.24545180420142734,0.8525756822132663,Unknown,Zero-day,VPN,0.6056338028169015,0.49962536732807383,0.0013333333333333333,0.0006661671564374318,High
Australia,2019,DDoS,IT,0.31721781083525985,0.7752206490921337,Hacker Group,Zero-day,Antivirus,0.09859154929577466,0.4108934100044249,0.0006666666666666666,0.00027392894000294993,Low
China,2022,Phishing,Telecommunications,0.7163534023519952,0.8233185983741172,Insider,Zero-day,Firewall,0.49295774647887325,0.7037638299840073,0.0006666666666666666,0.00046917588665600486,Medium
France,2018,Phishing,Government,0.7044929138606896,0.9477687895749747,Insider,Social Engineering,Encryption,0.8169014084507042,0.7999573754929781,0.0003333333333333333,0.00026665245849765936,Low
Japan,2018,DDoS,IT,0.7522364056689116,0.973056741769256,Unknown,Unpatched Software,Encryption,0.9859154929577465,0.8652183239567819,0.001,0.0008652183239567819,High
France,2023,Malware,Banking,0.09538647100211077,0.11650792475262983,Unknown,Zero-day,Firewall,0.7042253521126761,0.22349068334937955,0.0013333333333333333,0.0002979875777991727,Low
USA,2021,Ransomware,Telecommunications,0.9190873454618556,0.7110900500494891,Unknown,Zero-day,Firewall,0.11267605633802817,0.6954058990133801,0.0003333333333333333,0.00023180196633779338,Low
Russia,2015,DDoS,IT,0.6592622374107951,0.46713456917507923,Nation-state,Social Engineering,AI-based Detection,0.33802816901408456,0.5373771232607383,0.0013333333333333333,0.0007165028310143176,High
Germany,2024,Phishing,Healthcare,0.6656950447281135,0.5407756720052121,Unknown,Unpatched Software,VPN,0.19718309859154928,0.5345168436839303,0.001,0.0005345168436839303,Medium
Australia,2018,SQL Injection,Banking,0.3981304653734044,0.874305827297738,Unknown,Social Engineering,Firewall,0.07042253521126761,0.4754414879182771,0.0003333333333333333,0.00015848049597275902,Low
Australia,2022,SQL Injection,Healthcare,0.605186450899588,0.008080375416203385,Nation-state,Weak Passwords,VPN,0.22535211267605634,0.3500877606098663,0.0003333333333333333,0.00011669592020328876,Low
USA,2016,DDoS,IT,0.18072168057091167,0.11254579863512312,Hacker Group,Social Engineering,VPN,0.4366197183098592,0.21144852353796462,0.0013333333333333333,0.0002819313647172861,Low
Japan,2018,DDoS,IT,0.09448185747311288,0.9430450625543555,Insider,Zero-day,VPN,0.7746478873239437,0.48508402496765185,0.0013333333333333333,0.0006467786999568691,High
France,2024,Phishing,Education,0.5179415016584582,0.16839286196809283,Nation-state,Unpatched Software,VPN,0.36619718309859156,0.38272804603937527,0.0003333333333333333,0.0001275760153464584,Low
Japan,2018,DDoS,Telecommunications,0.2468589808020907,0.5592912808205674,Hacker Group,Social Engineering,Firewall,0.36619718309859156,0.3644563112669339,0.0006666666666666666,0.00024297087417795592,Low
UK,2016,Phishing,Retail,0.13247562569102425,0.14454604683094963,Unknown,Unpatched Software,Antivirus,0.16901408450704225,0.14340444379620548,0.0006666666666666666,9.560296253080365e-05,Low
Japan,2015,Malware,Banking,0.021409186852950048,0.418820449334525,Nation-state,Unpatched Software,Firewall,0.7323943661971831,0.2828296014662691,0.0003333333333333333,9.42765338220897e-05,Low
Brazil,2024,Phishing,Retail,0.8842094682882703,0.8431862739701625,Hacker Group,Weak Passwords,Firewall,0.9295774647887325,0.8809761092929305,0.0006666666666666666,0.000587317406195287,High
UK,2022,DDoS,Government,0.49793949140617155,0.8414378944987596,Unknown,Zero-day,VPN,0.5633802816901409,0.6140771703907419,0.0006666666666666666,0.0004093847802604946,Medium
Germany,2024,Phishing,Government,0.19117499246155395,0.04966918899011321,Insider,Unpatched Software,Antivirus,0.323943661971831,0.17527698532217714,0.001,0.00017527698532217716,Low
Brazil,2020,DDoS,Telecommunications,0.040406070961905724,0.051918964062645435,Unknown,Social Engineering,VPN,0.8028169014084507,0.19634210498143664,0.0016666666666666668,0.00032723684163572775,Medium
India,2015,Man-in-the-Middle,Banking,0.9727610815157304,0.6944319067744451,Nation-state,Weak Passwords,VPN,0.9154929577464789,0.8778087043394944,0.0006666666666666666,0.0005852058028929962,High
China,2019,Malware,Telecommunications,0.6248869233088753,0.5202184523589112,Nation-state,Weak Passwords,Encryption,0.7323943661971831,0.6149878706015476,0.0003333333333333333,0.00020499595686718252,Low
Germany,2018,SQL Injection,Retail,0.460749824102925,0.5754089976991846,Unknown,Zero-day,AI-based Detection,0.47887323943661975,0.49877225924854185,0.002,0.0009975445184970838,High
Russia,2023,Man-in-the-Middle,IT,0.2608302341943914,0.850961408551347,Hacker Group,Unpatched Software,Encryption,0.07042253521126761,0.39978804670485335,0.002,0.0007995760934097067,High
Germany,2023,SQL Injection,Healthcare,0.13689818072168058,0.40321913990138225,Hacker Group,Weak Passwords,AI-based Detection,0.47887323943661975,0.28518948021857893,0.001,0.0002851894802185789,Low
Brazil,2022,Phishing,Education,0.8090260327671123,0.3454255407516531,Insider,Unpatched Software,Encryption,0.04225352112676056,0.5165913828344042,0.0006666666666666666,0.00034439425522293614,Medium
Australia,2017,Man-in-the-Middle,IT,0.30163835561362956,0.4282659017965175,Hacker Group,Unpatched Software,Firewall,0.5633802816901409,0.39197500468379826,0.0006666666666666666,0.0002613166697891988,Low
Brazil,2023,Phishing,Banking,0.6930344758267163,0.8528408914633646,Nation-state,Zero-day,AI-based Detection,0.15492957746478872,0.6333554208453251,0.002,0.0012667108416906502,High
USA,2019,SQL Injection,Education,0.780178912453513,0.03640872648519683,Unknown,Weak Passwords,VPN,0.4084507042253521,0.48270221501738597,0.0006666666666666666,0.0003218014766782573,Medium
Brazil,2020,Phishing,Telecommunications,0.9260227158508393,0.7258557001474164,Hacker Group,Weak Passwords,AI-based Detection,0.11267605633802817,0.7033032792372502,0.0006666666666666666,0.0004688688528248335,Medium
Australia,2017,Man-in-the-Middle,Telecommunications,0.3494823600361846,0.7661094603642274,Nation-state,Weak Passwords,Firewall,0.2112676056338028,0.44682753925412105,0.0003333333333333333,0.00014894251308470702,Low
Russia,2017,Man-in-the-Middle,Retail,0.16805709116494122,0.24234120721249067,Nation-state,Social Engineering,Encryption,0.8169014084507042,0.32011118943635863,0.0006666666666666666,0.00021340745962423907,Low
USA,2021,SQL Injection,Education,0.45250778972761085,0.8388898841185696,Unknown,Social Engineering,Encryption,0.26760563380281693,0.5314419868599397,0.0006666666666666666,0.0003542946579066265,Medium
Japan,2018,DDoS,Telecommunications,0.9904513016383558,0.38928814834904746,Nation-state,Weak Passwords,Antivirus,0.7323943661971831,0.7584909685633288,0.0003333333333333333,0.0002528303228544429,Low
Russia,2022,Phishing,Telecommunications,0.5622675645793548,0.3594365954738289,Unknown,Zero-day,Encryption,0.5211267605633804,0.49319011304450217,0.001,0.0004931901130445022,Medium
India,2022,Man-in-the-Middle,Telecommunications,0.7311287566589607,0.9440098237509396,Insider,Zero-day,Firewall,0.4366197183098592,0.7360912691167341,0.0006666666666666666,0.0004907275127444894,Medium
Brazil,2024,SQL Injection,Education,0.14262739973866723,0.7839895677689698,Insider,Weak Passwords,AI-based Detection,0.5915492957746479,0.4248204293549541,0.0006666666666666666,0.0002832136195699694,Low
Germany,2017,DDoS,Healthcare,0.719167755553322,0.2632897356013896,Insider,Zero-day,Encryption,0.676056338028169,0.5737820660627116,0.0006666666666666666,0.0003825213773751411,Medium
Australia,2020,DDoS,Telecommunications,0.20192984219519552,0.4571206682072156,Insider,Social Engineering,VPN,0.14084507042253522,0.2662701356442695,0.0016666666666666668,0.00044378355940711585,Medium
India,2019,SQL Injection,Banking,0.6828827017790733,0.18656519994275486,Nation-state,Zero-day,VPN,0.5492957746478874,0.5072700658019406,0.001,0.0005072700658019406,Medium
UK,2018,DDoS,Banking,0.08352598251080512,0.19866174411610762,Nation-state,Weak Passwords,AI-based Detection,0.5633802816901409,0.21403757082826302,0.0006666666666666666,0.00014269171388550867,Low
Japan,2018,SQL Injection,Retail,0.5134184340134688,0.06532754343176767,Hacker Group,Zero-day,Encryption,0.3802816901408451,0.35236381806443373,0.0006666666666666666,0.0002349092120429558,Low
Brazil,2021,Phishing,Telecommunications,0.8371695647803801,0.08980285445216277,Hacker Group,Unpatched Software,Antivirus,0.9014084507042254,0.625807328866684,0.0003333333333333333,0.00020860244295556132,Low
Australia,2015,DDoS,Telecommunications,0.14122022313800386,0.4704181599281834,Nation-state,Unpatched Software,VPN,0.7323943661971831,0.3582144327868936,0.0003333333333333333,0.00011940481092896452,Low
China,2021,Malware,Retail,0.20122625389486384,0.03302805913866041,Unknown,Social Engineering,Antivirus,0.2112676056338028,0.1527750658157906,0.001,0.0001527750658157906,Low
Russia,2024,Malware,Education,0.8321439340637251,0.14272561050668978,Insider,Unpatched Software,Firewall,0.647887323943662,0.588467114972602,0.001,0.0005884671149726019,High
Germany,2022,Ransomware,Telecommunications,0.7967634938184742,0.15162563262414047,Unknown,Zero-day,Encryption,0.04225352112676056,0.45232014092183137,0.0016666666666666668,0.0007538669015363856,High
China,2018,Malware,Education,0.9719569806010656,0.4996212011276899,Nation-state,Zero-day,Encryption,0.6901408450704226,0.7738930196529243,0.0006666666666666666,0.0005159286797686162,Medium
Brazil,2017,DDoS,Education,0.41340838275203545,0.248983447940425,Insider,Zero-day,AI-based Detection,0.8169014084507042,0.4447795074482861,0.0016666666666666668,0.0007412991790804769,High
Germany,2024,SQL Injection,IT,0.00512614333098804,0.4700208464478474,Insider,Weak Passwords,Encryption,0.11267605633802817,0.16610453686745388,0.0013333333333333333,0.00022147271582327184,Low
Japan,2015,Phishing,Banking,0.8744597446979597,0.42983513992540123,Nation-state,Zero-day,Encryption,0.5070422535211268,0.6675888650308256,0.0013333333333333333,0.0008901184867077675,High
Australia,2019,SQL Injection,Healthcare,0.002512815358327471,0.2691023217318465,Unknown,Social Engineering,VPN,0.8873239436619719,0.25945189293111204,0.0003333333333333333,8.648396431037068e-05,Low
UK,2019,Man-in-the-Middle,Healthcare,0.3684792441451402,0.6963243999515618,Nation-state,Weak Passwords,Encryption,0.5774647887323944,0.5086298998045176,0.0006666666666666666,0.00033908659986967834,Medium
Russia,2020,Phishing,Banking,0.9838174690923711,0.35536138012892177,Nation-state,Unpatched Software,AI-based Detection,0.47887323943661975,0.694291796472186,0.0006666666666666666,0.00046286119764812395,Medium
Australia,2023,DDoS,IT,0.5572419338626998,0.8905126144528033,Nation-state,Unpatched Software,VPN,0.7323943661971831,0.6922536245066275,0.0003333333333333333,0.00023075120816887584,Low
Brazil,2019,Ransomware,Telecommunications,0.23248567695245756,0.581650922577914,Insider,Social Engineering,Encryption,0.0,0.29073811524960297,0.0003333333333333333,9.691270508320098e-05,Low
China,2021,SQL Injection,IT,0.39139612021308673,0.15546666319726266,Nation-state,Social Engineering,AI-based Detection,0.25352112676056343,0.29304228441783486,0.0003333333333333333,9.768076147261162e-05,Low
Australia,2024,Malware,Telecommunications,0.836164438637049,0.8245245498698474,Nation-state,Unpatched Software,Firewall,0.04225352112676056,0.6738902885048308,0.0013333333333333333,0.0008985203846731077,High
UK,2018,Malware,Government,0.2852547994773344,0.21227648614757044,Insider,Unpatched Software,Antivirus,0.9859154929577465,0.4034934441744876,0.0003333333333333333,0.0001344978147248292,Low
Brazil,2019,Ransomware,Banking,0.09649210975977486,0.047350359433593114,Hacker Group,Social Engineering,Encryption,0.9577464788732395,0.2540004584846133,0.0013333333333333333,0.00033866727797948434,Medium
Brazil,2018,Man-in-the-Middle,IT,0.46748416926324254,0.9408313159082516,Unknown,Unpatched Software,Encryption,0.1267605633802817,0.541343592080153,0.0006666666666666666,0.0003608957280534353,Medium
Russia,2021,Man-in-the-Middle,Banking,0.18253090762890745,0.2927990184255378,Insider,Zero-day,Encryption,0.19718309859154928,0.21854177906042493,0.0006666666666666666,0.00014569451937361663,Low
Germany,2024,Malware,Telecommunications,0.7962609307468088,0.6398598494211933,Nation-state,Zero-day,Antivirus,0.07042253521126761,0.6041729272420159,0.001,0.0006041729272420159,High
Australia,2019,DDoS,Banking,0.295004523067645,0.9501876980937961,Hacker Group,Weak Passwords,Firewall,0.33802816901408456,0.5001642047647782,0.002,0.0010003284095295563,High
USA,2021,Phishing,Healthcare,0.00422152980199015,0.2601772798738205,Hacker Group,Zero-day,Antivirus,0.2112676056338028,0.12241746998990179,0.0013333333333333333,0.00016322329331986904,Low
Australia,2024,Phishing,IT,0.924515026635843,0.21512173104579516,Nation-state,Social Engineering,Firewall,0.23943661971830985,0.574681356575322,0.0006666666666666666,0.000383120904383548,Medium
France,2016,DDoS,Telecommunications,0.1969042114785406,0.6895170289358304,Insider,Social Engineering,AI-based Detection,0.943661971830986,0.4940396087862166,0.0003333333333333333,0.00016467986959540554,Low
Brazil,2016,SQL Injection,Education,0.15820685496029752,0.2378556681221484,Nation-state,Zero-day,AI-based Detection,0.4366197183098592,0.23778407157876513,0.001,0.00023778407157876513,Low
India,2019,Phishing,Banking,0.1801186048849131,0.2893432918572754,Nation-state,Unpatched Software,Antivirus,0.36619718309859156,0.2501017266193575,0.001,0.0002501017266193575,Low
Russia,2020,DDoS,Healthcare,0.48768720474419547,0.3822045593973646,Insider,Zero-day,VPN,0.4084507042253521,0.44019511103637754,0.0016666666666666668,0.0007336585183939626,High
Australia,2018,Phishing,Government,0.11991154889938688,0.6058640267170798,Unknown,Zero-day,Firewall,0.5633802816901409,0.35439103880284556,0.0006666666666666666,0.00023626069253523035,Low
Australia,2019,DDoS,Banking,0.007739471303648608,0.5883852359511655,Insider,Unpatched Software,Firewall,0.676056338028169,0.3155965740428078,0.0003333333333333333,0.00010519885801426926,Low
